Age,"Height, cm",Weight,Place of birth,Gold,Silver,Bronze,Total,Sport,Sex_F,Sex_M
21,175.0,60.0,66,0,0,0,0,6,1,0
27,171.0,56.0,66,0,0,0,0,9,1,0
33,196.0,127.0,58,0,0,0,0,2,0,1
30,160.0,63.0,39,0,0,1,1,1,1,0
32,191.0,89.0,89,0,0,0,0,3,0,1
20,171.0,66.0,89,0,0,0,0,3,1,0
23,180.0,76.0,11,0,0,0,0,20,0,1
31,167.0,58.0,180,0,0,0,0,16,1,0
27,166.0,63.0,174,0,0,0,0,1,1,0
28,180.0,60.0,164,0,0,0,0,2,0,1
31,194.0,80.0,168,0,0,0,0,15,0,1
27,169.0,78.0,97,0,0,0,0,1,1,0
27,200.0,104.0,81,0,0,0,0,16,0,1
23,187.0,80.0,97,0,0,0,0,11,0,1
22,188.0,73.0,97,0,0,0,0,16,1,0
17,171.0,63.0,11,0,0,0,0,19,0,1
30,164.0,58.0,70,0,0,0,0,10,1,0
28,178.0,79.0,54,0,0,0,0,11,0,1
29,185.0,88.0,70,0,0,0,0,2,0,1
18,161.0,47.0,7,0,0,0,0,10,1,0
23,167.0,56.0,111,0,0,0,0,2,1,0
26,168.0,72.0,4,0,0,0,0,6,0,1
23,173.0,61.0,178,0,0,0,0,2,1,0
28,174.0,69.0,49,0,0,0,0,12,1,0
27,192.0,110.0,83,0,0,0,0,2,0,1
27,157.0,52.0,3,0,0,0,0,1,1,0
18,183.0,86.0,11,0,0,0,0,6,0,1
23,168.0,68.0,63,0,0,0,0,6,0,1
26,165.0,73.0,54,0,0,0,0,1,0,1
27,175.0,80.0,167,0,0,0,0,19,0,1
33,178.0,78.0,83,0,0,0,0,15,0,1
17,175.0,68.0,92,0,0,1,1,6,0,1
25,168.0,52.0,92,0,0,0,0,15,1,0
22,157.0,57.0,70,0,0,0,0,10,1,0
34,169.0,50.0,70,0,0,0,0,2,1,0
21,194.0,91.0,22,0,0,0,0,6,0,1
19,180.0,66.0,159,0,0,0,0,6,1,0
17,171.0,65.0,83,0,0,0,0,19,1,0
34,191.0,120.0,81,0,0,0,0,2,0,1
34,170.0,72.0,92,0,0,0,0,4,1,0
26,180.0,85.0,49,0,0,0,0,9,0,1
19,168.0,72.0,170,0,0,0,0,13,0,1
40,170.0,73.0,54,0,0,0,0,9,0,1
23,170.0,60.0,54,0,0,0,0,4,0,1
21,165.0,52.0,11,0,0,0,0,6,1,0
28,170.0,61.0,186,0,0,0,0,20,1,0
31,186.0,75.0,66,0,0,0,0,9,0,1
26,163.0,55.0,97,0,0,0,0,10,1,0
30,172.0,70.0,97,0,0,0,0,9,0,1
20,184.0,75.0,37,0,0,0,0,12,0,1
24,156.0,55.0,146,0,0,0,0,4,1,0
30,183.0,85.0,186,0,0,1,1,6,0,1
30,170.0,66.0,50,0,0,0,0,19,1,0
25,178.0,72.0,135,0,0,0,0,11,1,0
31,180.0,90.0,50,0,0,0,0,9,0,1
20,180.0,73.0,50,0,0,0,0,20,0,1
22,167.0,68.0,135,0,0,0,0,20,1,0
17,185.0,80.0,37,0,0,1,1,6,0,1
27,171.0,58.0,92,0,0,0,0,11,0,1
25,181.0,85.0,93,0,0,0,0,19,0,1
28,196.0,96.0,186,0,0,0,0,2,0,1
25,183.0,69.0,186,0,0,1,1,6,1,0
26,178.0,57.0,79,0,0,0,0,13,1,0
25,188.0,79.0,186,0,0,0,0,16,1,0
20,174.0,72.0,35,0,0,0,0,2,0,1
28,168.0,61.0,186,0,0,0,0,2,1,0
29,198.0,115.0,11,0,0,0,0,2,0,1
21,167.0,55.0,70,0,0,0,0,2,1,0
25,170.0,64.0,32,0,0,0,0,2,0,1
19,183.0,98.0,186,0,0,0,0,6,0,1
20,181.0,81.0,32,0,0,0,0,2,0,1
23,167.0,55.0,135,0,0,0,0,10,1,0
34,170.0,60.0,66,0,0,0,0,8,1,0
22,173.0,75.0,186,1,0,0,1,1,1,0
20,170.0,60.0,135,0,0,0,0,10,1,0
25,169.0,69.0,37,0,0,0,0,5,0,1
29,160.0,52.0,37,0,0,0,0,1,1,0
19,188.0,79.0,37,0,0,0,0,6,0,1
25,178.0,100.0,37,0,0,0,0,3,1,0
21,159.0,51.0,37,1,0,0,1,5,1,0
27,183.0,87.0,66,0,0,0,0,19,0,1
24,180.0,67.0,129,0,1,0,1,6,1,0
22,179.0,74.0,18,0,0,0,0,6,0,1
37,170.0,68.0,79,0,0,0,0,13,0,1
30,171.0,63.0,84,0,0,0,0,2,1,0
34,171.0,58.0,84,0,0,0,0,2,0,1
35,180.0,74.0,135,0,0,0,0,15,0,1
20,158.0,49.0,11,0,0,0,0,7,1,0
28,171.0,60.0,18,0,0,0,0,15,1,0
32,156.0,46.0,145,0,0,0,0,2,1,0
18,160.0,55.0,5,0,0,0,0,6,1,0
25,168.0,67.0,5,0,0,0,0,19,0,1
32,178.0,110.0,9,0,0,0,0,17,0,1
24,185.0,77.0,88,0,0,0,0,2,0,1
23,163.0,58.0,90,0,0,0,0,2,1,0
49,168.0,56.0,32,0,0,0,0,13,1,0
35,169.0,65.0,70,0,0,0,0,14,0,1
30,178.0,68.0,11,0,0,0,0,12,0,1
22,177.0,64.0,97,0,0,0,0,8,0,1
20,186.0,77.0,11,0,0,0,0,20,0,1
16,167.0,68.0,118,0,0,0,0,6,1,0
26,175.0,60.0,24,0,1,0,1,6,1,0
27,183.0,84.0,186,0,0,0,0,4,0,1
24,170.0,70.0,186,0,0,0,0,18,0,1
21,178.0,71.0,150,0,0,0,0,6,0,1
33,172.0,66.0,57,0,0,0,0,7,0,1
23,167.0,61.0,56,0,0,0,0,2,0,1
34,170.0,59.0,42,0,0,0,0,2,0,1
23,166.0,50.0,42,0,0,0,0,2,1,0
29,184.0,75.0,84,0,0,0,0,2,0,1
43,187.0,89.0,50,0,0,0,0,11,0,1
45,183.0,81.0,66,0,0,0,0,13,0,1
30,160.0,52.0,135,0,0,0,0,8,1,0
35,161.0,52.0,18,0,0,0,0,1,1,0
30,170.0,60.0,18,0,0,1,1,5,1,0
38,197.0,86.0,179,0,0,0,0,16,0,1
29,180.0,84.0,61,0,0,0,0,4,0,1
25,173.0,67.0,162,0,0,0,0,6,1,0
32,171.0,68.0,129,0,0,0,0,20,1,0
26,160.0,48.0,111,0,0,0,0,2,1,0
44,164.0,56.0,49,0,0,0,0,14,1,0
50,180.0,66.0,135,0,0,0,0,13,1,0
20,166.0,58.0,70,0,0,0,0,10,1,0
32,180.0,82.0,70,0,0,0,0,11,0,1
22,168.0,60.0,135,0,0,0,0,6,1,0
19,177.0,83.0,70,1,0,0,1,20,0,1
35,163.0,54.0,90,0,0,0,0,2,1,0
24,159.0,52.0,42,0,0,0,0,2,1,0
36,202.0,110.0,46,0,0,0,0,3,0,1
22,175.0,75.0,92,0,0,0,0,6,0,1
27,158.0,54.0,92,0,0,0,0,12,1,0
27,160.0,60.0,92,0,1,0,1,1,0,1
32,178.0,65.0,62,0,0,0,0,2,0,1
21,170.0,74.0,66,0,0,0,0,2,1,0
22,172.0,60.0,168,0,0,0,0,2,1,0
27,171.0,62.0,49,0,0,0,0,18,1,0
21,172.0,62.0,184,0,0,0,0,2,0,1
29,178.0,82.0,159,0,0,0,0,11,0,1
20,170.0,70.0,32,0,0,0,0,12,0,1
20,177.0,67.0,32,0,0,0,0,2,0,1
32,176.0,75.0,167,0,0,1,1,14,0,1
32,188.0,87.0,167,0,0,1,1,14,0,1
25,195.0,90.0,42,0,0,0,0,6,0,1
21,167.0,57.0,11,0,0,0,0,6,1,0
23,185.0,79.0,88,0,0,0,0,16,1,0
29,197.0,95.0,70,0,0,0,0,19,0,1
34,180.0,147.0,186,0,0,0,0,2,0,1
31,186.0,102.0,50,0,0,0,0,11,0,1
34,185.0,72.0,70,0,0,0,0,2,0,1
71,168.0,61.0,92,0,0,0,0,13,0,1
25,170.0,59.0,32,0,0,0,0,2,1,0
23,194.0,96.0,66,0,0,0,0,3,0,1
26,168.0,59.0,66,0,0,0,0,8,1,0
32,160.0,54.0,186,0,0,0,0,2,1,0
25,192.0,88.0,70,0,0,0,0,19,0,1
22,178.0,68.0,50,0,0,0,0,2,1,0
30,203.0,93.0,186,0,0,0,0,16,0,1
30,186.0,60.0,184,0,0,0,0,2,1,0
26,177.0,84.0,162,0,0,0,0,19,0,1
24,183.0,72.0,49,0,0,0,0,2,0,1
22,181.0,80.0,70,0,0,0,0,2,0,1
48,152.0,60.0,32,0,0,0,0,13,1,0
24,181.0,100.0,172,0,0,0,0,1,0,1
23,166.0,59.0,97,0,0,0,0,10,1,0
26,164.0,55.0,129,0,0,0,0,10,1,0
24,191.0,75.0,70,0,0,0,0,16,1,0
30,187.0,85.0,11,0,0,0,0,2,0,1
20,175.0,63.0,89,0,0,0,0,2,1,0
41,190.0,87.0,129,0,0,0,0,13,0,1
37,176.0,60.0,66,0,0,0,0,20,1,0
17,180.0,70.0,150,0,0,0,0,6,1,0
31,173.0,78.0,63,0,0,0,0,2,0,1
33,162.0,70.0,32,0,0,0,0,13,1,0
25,188.0,82.0,11,0,0,0,0,3,0,1
22,165.0,59.0,66,0,0,0,0,1,1,0
22,194.0,130.0,2,0,0,0,0,2,0,1
20,193.0,86.0,2,0,0,0,0,6,0,1
53,157.0,60.0,11,0,0,0,0,13,0,1
36,185.0,93.0,66,1,0,0,1,20,0,1
27,172.0,75.0,37,0,0,0,0,14,0,1
23,165.0,54.0,37,0,0,0,0,20,1,0
22,186.0,92.0,37,0,0,0,0,19,0,1
30,170.0,65.0,37,0,0,0,0,5,0,1
29,176.0,66.0,37,0,0,0,0,2,1,0
28,177.0,80.0,37,0,0,0,0,11,1,0
28,167.0,56.0,177,0,0,0,0,12,1,0
22,181.0,77.0,37,0,0,0,0,6,0,1
28,193.0,90.0,37,0,0,0,0,19,0,1
21,168.0,60.0,66,0,0,0,0,9,0,1
27,165.0,49.0,186,0,0,0,0,2,1,0
33,180.0,65.0,62,0,0,0,0,2,1,0
22,175.0,63.0,11,0,0,0,0,10,1,0
16,175.0,56.0,115,0,0,0,0,6,0,1
23,190.0,77.0,165,0,0,0,0,2,0,1
26,171.0,69.0,70,0,0,0,0,14,0,1
28,179.0,71.0,24,0,0,0,0,15,0,1
29,165.0,51.0,84,0,0,0,0,2,1,0
31,154.0,48.0,32,0,0,0,0,4,1,0
34,175.0,73.0,180,0,0,0,0,1,0,1
34,175.0,100.0,97,0,0,0,0,1,0,1
22,181.0,64.0,97,0,0,0,0,22,0,1
24,175.0,70.0,97,0,0,0,0,1,1,0
25,177.0,68.0,97,0,0,0,0,16,1,0
28,183.0,86.0,90,0,0,0,0,2,0,1
30,180.0,75.0,62,0,0,0,0,19,0,1
23,168.0,61.0,90,0,0,0,0,2,0,1
22,178.0,74.0,33,0,0,0,0,2,0,1
18,167.0,65.0,59,0,0,0,0,2,0,1
17,178.0,61.0,111,0,0,0,0,2,0,1
21,175.0,70.0,184,0,0,0,0,2,1,0
26,167.0,70.0,11,0,0,0,0,19,1,0
22,167.0,57.0,81,0,0,0,0,1,1,0
30,164.0,48.0,70,0,0,0,0,13,1,0
39,180.0,70.0,12,0,0,0,0,14,0,1
30,176.0,90.0,54,0,0,0,0,1,0,1
31,168.0,46.0,94,0,0,0,0,2,1,0
28,176.0,63.0,12,0,0,0,0,1,1,0
31,156.0,48.0,92,0,0,0,0,4,1,0
33,183.0,77.0,72,0,0,0,0,2,0,1
25,159.0,46.0,184,0,0,0,0,2,1,0
21,180.0,70.0,116,0,0,0,0,6,1,0
28,180.0,70.0,42,0,0,0,0,2,1,0
26,181.0,73.0,93,0,0,0,0,1,0,1
33,168.0,60.0,54,0,0,0,0,4,0,1
22,168.0,58.0,59,0,0,0,0,2,0,1
21,164.0,48.0,92,0,0,0,0,2,1,0
28,166.0,63.0,92,0,0,0,0,4,1,0
29,158.0,50.0,92,0,0,0,0,8,1,0
26,167.0,54.0,186,0,0,0,0,2,1,0
33,197.0,87.0,66,0,0,0,0,2,0,1
22,174.0,71.0,34,0,0,0,0,12,0,1
24,170.0,67.0,42,0,0,0,0,2,1,0
27,164.0,52.0,72,0,0,0,0,2,1,0
18,165.0,56.0,57,0,0,0,0,6,1,0
34,187.0,90.0,144,0,0,0,0,16,0,1
20,186.0,84.0,95,0,0,0,0,11,0,1
25,173.0,57.0,111,0,0,0,0,2,0,1
33,184.0,81.0,70,0,0,0,0,19,0,1
26,157.0,52.0,92,0,0,0,0,10,1,0
21,185.0,78.0,92,0,0,0,0,2,0,1
20,179.0,60.0,101,0,0,0,0,2,1,0
28,187.0,115.0,151,0,0,0,0,2,0,1
27,174.0,63.0,62,0,0,0,0,2,1,0
31,195.0,87.0,68,0,0,0,0,2,0,1
26,182.0,96.0,180,0,0,0,0,4,0,1
25,178.0,90.0,68,0,0,1,1,1,0,1
26,183.0,69.0,72,0,0,0,0,7,0,1
25,202.0,94.0,151,0,0,0,0,16,0,1
26,168.0,48.0,58,0,0,0,0,2,1,0
26,175.0,71.0,57,0,0,0,0,5,0,1
29,171.0,65.0,40,0,0,0,0,2,0,1
16,165.0,49.0,40,0,0,0,0,2,1,0
22,181.0,75.0,151,0,0,0,0,22,0,1
22,175.0,81.0,187,0,0,0,0,1,0,1
21,175.0,64.0,32,0,0,0,0,5,0,1
27,183.0,70.0,150,0,0,0,0,15,0,1
32,168.0,45.0,89,0,0,0,0,2,1,0
27,178.0,67.0,135,0,0,0,0,6,1,0
29,182.0,59.0,92,0,0,0,0,16,1,0
15,162.0,56.0,100,0,0,0,0,6,0,1
30,162.0,50.0,183,0,0,0,0,2,1,0
28,193.0,60.0,48,0,0,0,0,2,0,1
27,171.0,55.0,149,0,0,0,0,2,0,1
22,189.0,90.0,149,0,0,0,0,19,0,1
34,195.0,99.0,149,0,0,0,0,3,0,1
33,152.0,56.0,79,0,0,0,0,9,1,0
19,170.0,73.0,186,0,0,1,1,5,0,1
21,171.0,61.0,17,0,0,0,0,2,0,1
22,178.0,62.0,92,0,1,1,2,6,0,1
27,179.0,80.0,84,0,0,0,0,20,0,1
25,172.0,73.0,151,1,0,0,1,1,0,1
42,180.0,78.0,151,0,0,0,0,9,0,1
24,173.0,61.0,159,0,0,0,0,6,1,0
20,178.0,61.0,186,0,0,0,0,22,1,0
26,188.0,80.0,151,0,0,0,0,15,0,1
21,169.0,69.0,92,0,0,0,0,6,0,1
27,175.0,58.0,145,0,0,0,0,2,0,1
30,174.0,59.0,151,0,0,0,0,2,1,0
20,176.0,96.0,173,0,0,0,0,4,0,1
20,170.0,66.0,116,0,0,0,0,5,0,1
18,157.0,45.0,115,0,0,0,0,2,1,0
27,191.0,73.0,164,0,0,0,0,2,0,1
25,172.0,60.0,95,0,0,0,0,9,0,1
28,178.0,96.0,92,0,0,0,0,4,0,1
28,181.0,78.0,93,0,0,0,0,1,1,0
27,173.0,63.0,92,0,0,0,0,6,1,0
29,181.0,78.0,70,0,0,0,0,12,1,0
23,176.0,94.0,0,0,0,0,0,17,0,1
27,187.0,130.0,29,0,0,0,0,2,0,1
24,172.0,66.0,29,0,0,0,0,1,0,1
27,184.0,103.0,151,0,0,0,0,1,1,0
27,175.0,67.0,93,0,0,0,0,2,1,0
22,170.0,67.0,87,0,0,0,0,6,1,0
36,152.0,53.0,92,0,0,0,0,10,1,0
35,172.0,60.0,173,0,0,0,0,6,1,0
20,193.0,82.0,151,0,0,1,1,6,0,1
24,186.0,80.0,11,0,0,0,0,11,0,1
28,174.0,70.0,91,0,0,0,0,13,0,1
26,173.0,70.0,46,0,0,0,0,11,0,1
32,176.0,76.0,101,0,0,0,0,2,0,1
25,163.0,55.0,150,0,0,0,0,10,1,0
26,182.0,64.0,129,0,1,0,1,6,1,0
19,173.0,62.0,116,0,0,0,0,15,1,0
28,190.0,80.0,72,0,0,0,0,6,0,1
28,202.0,75.0,151,0,0,0,0,16,1,0
18,183.0,66.0,46,0,0,0,0,2,0,1
32,175.0,69.0,57,0,0,0,0,11,0,1
24,196.0,130.0,179,0,0,0,0,1,0,1
24,183.0,96.0,68,0,0,0,0,4,0,1
27,165.0,55.0,8,0,0,0,0,4,0,1
20,162.0,51.0,11,0,0,0,0,8,1,0
25,185.0,76.0,66,0,0,0,0,6,1,0
27,170.0,55.0,66,0,0,0,0,2,1,0
27,176.0,58.0,62,0,0,0,0,2,1,0
21,185.0,77.0,186,0,0,0,0,6,0,1
23,188.0,66.0,186,0,0,0,0,2,0,1
21,179.0,72.0,139,0,0,0,0,6,0,1
47,165.0,85.0,61,0,0,0,0,9,0,1
23,185.0,69.0,81,0,0,0,0,6,1,0
36,176.0,73.0,108,0,0,0,0,2,1,0
27,183.0,78.0,70,0,0,0,0,2,0,1
27,165.0,44.0,59,0,0,0,0,2,1,0
20,162.0,82.0,83,0,0,0,0,9,1,0
22,180.0,75.0,66,0,0,0,0,6,0,1
21,193.0,93.0,66,0,0,0,0,3,0,1
20,157.0,65.0,178,0,0,0,0,2,0,1
19,180.0,66.0,73,0,0,0,0,2,0,1
23,186.0,81.0,66,0,1,0,1,6,0,1
29,182.0,76.0,97,0,0,0,0,2,0,1
24,163.0,62.0,97,0,0,0,0,10,1,0
27,177.0,72.0,97,0,0,0,0,20,0,1
30,198.0,83.0,162,0,0,0,0,16,0,1
29,200.0,108.0,144,0,0,0,0,2,0,1
23,180.0,84.0,144,0,0,0,0,4,0,1
24,190.0,80.0,12,0,0,0,0,6,0,1
28,191.0,94.0,121,0,0,0,0,3,0,1
32,191.0,100.0,121,0,0,0,0,3,0,1
27,195.0,95.0,8,0,0,0,0,2,0,1
33,187.0,95.0,129,0,0,0,0,2,1,0
29,178.0,66.0,186,0,0,0,0,2,1,0
30,186.0,82.0,108,0,0,0,0,6,0,1
29,164.0,52.0,53,0,0,0,0,2,1,0
20,168.0,59.0,32,0,0,0,0,6,1,0
27,184.0,116.0,117,0,0,0,0,4,0,1
25,197.0,93.0,144,0,0,0,0,16,0,1
30,164.0,53.0,144,0,0,0,0,2,1,0
36,185.0,75.0,144,0,0,0,0,8,0,1
28,187.0,73.0,144,0,0,0,0,6,1,0
25,190.0,100.0,66,0,0,0,0,19,0,1
24,187.0,82.0,150,0,0,0,0,14,0,1
21,179.0,85.0,162,0,0,0,0,2,1,0
22,170.0,56.0,94,0,0,0,0,2,1,0
23,155.0,46.0,101,0,0,0,0,2,1,0
30,173.0,62.0,111,0,0,0,0,15,0,1
30,185.0,80.0,168,0,0,0,0,2,0,1
28,169.0,55.0,66,0,0,0,0,8,1,0
22,158.0,57.0,11,0,0,0,0,10,1,0
32,163.0,53.0,84,0,0,0,0,2,1,0
26,164.0,58.0,144,0,0,0,0,2,1,0
33,168.0,58.0,144,0,0,0,0,2,1,0
32,163.0,59.0,186,0,0,0,0,2,1,0
35,174.0,51.0,162,0,0,0,0,2,1,0
25,174.0,74.0,162,0,0,0,0,12,0,1
25,182.0,73.0,49,0,0,0,0,1,0,1
35,185.0,65.0,49,0,0,0,0,14,0,1
23,179.0,70.0,37,0,0,0,0,6,1,0
22,178.0,70.0,37,0,0,0,0,20,1,0
20,199.0,88.0,37,0,0,1,1,6,0,1
25,178.0,69.0,37,0,0,0,0,20,1,0
20,172.0,63.0,37,1,0,0,1,6,1,0
26,166.0,60.0,172,0,0,0,0,9,1,0
20,176.0,65.0,150,0,0,0,0,11,0,1
25,188.0,86.0,42,0,0,0,0,18,0,1
32,175.0,72.0,97,1,0,0,1,9,0,1
24,170.0,63.0,37,0,0,0,0,4,1,0
23,165.0,55.0,146,0,0,0,0,9,1,0
20,187.0,71.0,150,0,0,0,0,2,0,1
21,181.0,75.0,0,0,0,0,0,6,0,1
31,165.0,45.0,127,0,0,0,0,2,1,0
28,167.0,58.0,168,0,0,0,0,15,1,0
21,164.0,63.0,168,0,0,0,0,4,1,0
24,185.0,72.0,168,0,0,0,0,6,1,0
26,185.0,82.0,70,0,0,0,0,2,0,1
28,168.0,63.0,186,0,0,0,0,19,1,0
31,188.0,107.0,186,0,0,0,0,2,0,1
26,170.0,59.0,186,0,0,0,0,2,1,0
19,183.0,68.0,66,0,0,0,0,2,1,0
22,165.0,61.0,186,0,1,0,1,5,1,0
29,188.0,96.0,121,0,0,0,0,3,0,1
29,164.0,60.0,61,0,0,0,0,1,0,1
24,203.0,95.0,46,0,0,0,0,3,0,1
20,188.0,70.0,62,0,0,0,0,6,0,1
25,162.0,51.0,146,0,0,0,0,2,1,0
22,194.0,82.0,70,0,0,0,0,2,0,1
28,196.0,95.0,186,0,1,0,1,6,0,1
27,176.0,64.0,32,0,0,0,0,8,0,1
26,177.0,68.0,11,0,0,0,0,6,1,0
29,175.0,64.0,186,0,0,0,0,2,1,0
23,172.0,63.0,135,0,0,0,0,14,1,0
30,173.0,68.0,88,0,0,0,0,2,1,0
22,159.0,59.0,129,0,0,0,0,10,1,0
21,183.0,78.0,81,0,0,0,0,1,1,0
17,170.0,58.0,81,0,0,0,0,6,1,0
21,178.0,79.0,66,0,0,0,0,6,0,1
26,185.0,80.0,52,0,0,0,0,2,0,1
26,178.0,59.0,186,0,0,0,0,8,1,0
29,190.0,86.0,62,0,0,0,0,19,0,1
25,173.0,68.0,46,0,0,0,0,6,1,0
26,183.0,70.0,186,0,0,0,0,6,1,0
23,172.0,71.0,81,0,0,0,0,2,1,0
23,194.0,91.0,46,0,0,0,0,6,0,1
25,167.0,74.0,8,0,0,0,0,4,0,1
27,194.0,113.0,26,0,0,0,0,2,0,1
18,184.0,75.0,170,0,0,0,0,6,1,0
30,183.0,68.0,97,0,0,0,0,16,1,0
25,168.0,52.0,97,0,0,0,0,2,1,0
29,165.0,60.0,97,0,0,0,0,4,0,1
23,182.0,74.0,97,0,0,0,0,22,0,1
30,170.0,68.0,70,2,0,0,2,13,0,1
28,188.0,103.0,97,0,0,0,0,2,0,1
20,178.0,74.0,97,0,0,0,0,6,0,1
25,179.0,57.0,168,0,0,0,0,2,1,0
26,165.0,58.0,172,0,0,0,0,6,1,0
28,172.0,73.0,187,0,0,0,0,1,0,1
30,175.0,58.0,187,0,0,0,0,2,1,0
25,186.0,69.0,101,0,0,0,0,2,0,1
24,179.0,73.0,70,0,0,0,0,9,0,1
30,182.0,67.0,70,0,0,0,0,8,0,1
31,162.0,64.0,193,0,0,0,0,2,0,1
22,169.0,66.0,13,0,0,0,0,4,0,1
24,164.0,59.0,11,0,0,0,0,5,1,0
33,170.0,65.0,11,0,0,0,0,13,0,1
53,180.0,70.0,70,0,0,0,0,13,0,1
29,180.0,65.0,167,0,0,0,0,14,1,0
17,185.0,85.0,11,0,0,0,0,6,0,1
25,182.0,74.0,94,0,0,0,0,6,0,1
41,203.0,106.0,66,0,0,0,0,16,0,1
38,175.0,77.0,186,0,0,0,0,9,0,1
28,185.0,81.0,57,0,0,0,0,11,0,1
30,172.0,58.0,11,0,0,0,0,2,0,1
31,188.0,74.0,186,0,0,0,0,14,0,1
28,185.0,70.0,129,0,0,0,0,20,0,1
22,170.0,58.0,97,0,0,0,0,2,0,1
25,178.0,63.0,66,0,0,0,0,12,1,0
22,192.0,83.0,129,0,0,0,0,6,0,1
23,174.0,66.0,168,0,0,0,0,6,1,0
24,175.0,95.0,186,0,0,0,0,9,0,1
25,188.0,77.0,186,0,0,0,0,16,1,0
51,178.0,70.0,129,0,0,0,0,13,0,1
34,175.0,70.0,57,0,0,0,0,2,0,1
26,187.0,77.0,116,0,0,0,0,2,0,1
43,183.0,83.0,165,0,0,0,0,13,0,1
21,203.0,105.0,66,0,0,0,0,3,0,1
19,178.0,73.0,107,0,0,0,0,6,1,0
21,165.0,58.0,42,0,0,0,0,20,1,0
30,185.0,83.0,186,0,0,0,0,2,0,1
25,194.0,82.0,179,0,0,0,0,16,0,1
27,191.0,74.0,167,0,0,0,0,2,0,1
25,172.0,61.0,151,0,0,0,0,16,1,0
49,185.0,92.0,11,0,0,0,0,9,0,1
35,188.0,75.0,32,0,0,0,0,7,0,1
22,177.0,68.0,151,0,0,0,0,19,1,0
33,190.0,84.0,149,0,0,0,0,3,0,1
20,172.0,59.0,81,0,0,0,0,6,1,0
29,165.0,58.0,70,0,0,0,0,11,1,0
23,198.0,97.0,179,0,0,0,0,16,0,1
20,187.0,73.0,165,0,0,0,0,6,0,1
33,183.0,67.0,11,0,0,0,0,8,0,1
26,159.0,55.0,92,0,0,0,0,14,1,0
23,176.0,63.0,164,0,0,0,0,2,0,1
25,177.0,72.0,180,0,0,0,0,15,0,1
19,161.0,48.0,24,0,0,0,0,4,1,0
22,193.0,84.0,72,0,0,0,0,6,0,1
34,150.0,42.0,151,0,0,0,0,7,1,0
22,193.0,95.0,184,0,0,0,0,16,0,1
24,174.0,68.0,184,0,0,0,0,20,1,0
43,164.0,73.0,168,0,0,0,0,11,1,0
31,178.0,49.0,150,0,0,0,0,2,1,0
18,191.0,82.0,101,0,0,0,0,6,0,1
35,175.0,58.0,81,0,0,0,0,2,1,0
20,168.0,59.0,165,0,0,0,0,2,1,0
29,170.0,66.0,151,0,0,0,0,9,0,1
22,185.0,140.0,92,0,0,0,0,1,0,1
34,180.0,81.0,81,0,0,0,0,19,0,1
25,195.0,90.0,70,0,0,0,0,16,0,1
29,181.0,65.0,72,0,0,0,0,11,0,1
27,170.0,65.0,151,0,0,0,0,2,0,1
24,171.0,66.0,92,0,0,0,0,6,0,1
24,177.0,75.0,92,0,0,0,0,2,0,1
27,168.0,60.0,61,0,0,0,0,13,1,0
27,166.0,67.0,186,0,0,0,0,11,1,0
21,163.0,55.0,97,0,0,0,0,9,1,0
28,172.0,80.0,129,0,0,0,0,20,1,0
34,192.0,95.0,72,0,0,0,0,3,0,1
24,190.0,85.0,165,0,0,0,0,6,0,1
30,171.0,62.0,180,0,0,0,0,2,0,1
26,175.0,58.0,24,0,0,0,0,2,1,0
19,167.0,85.0,143,0,0,0,0,17,0,1
25,167.0,66.0,13,0,0,0,0,1,0,1
23,178.0,105.0,151,0,0,0,0,2,1,0
18,170.0,55.0,151,0,0,0,0,3,1,0
26,200.0,100.0,58,0,0,0,0,11,0,1
31,198.0,98.0,93,0,0,0,0,2,0,1
32,177.0,60.0,93,0,0,0,0,2,1,0
26,182.0,89.0,184,0,0,0,0,2,1,0
23,180.0,72.0,162,0,0,0,0,15,0,1
21,177.0,80.0,151,0,0,0,0,17,1,0
25,160.0,57.0,186,0,0,0,0,10,1,0
22,175.0,66.0,70,0,0,0,0,13,1,0
26,191.0,87.0,184,0,0,0,0,2,0,1
26,180.0,71.0,81,0,0,0,0,22,0,1
32,157.0,48.0,92,0,0,0,0,7,1,0
41,161.0,58.0,92,0,0,0,0,10,1,0
22,160.0,53.0,92,0,0,0,0,6,1,0
25,158.0,56.0,92,0,0,0,0,6,1,0
28,177.0,70.0,159,0,0,0,0,14,0,1
57,185.0,88.0,81,0,0,0,0,9,0,1
27,180.0,94.0,68,0,0,0,0,17,0,1
32,167.0,52.0,92,0,0,0,0,2,1,0
34,170.0,56.0,186,0,0,0,0,2,1,0
37,165.0,57.0,55,0,0,0,0,2,0,1
28,177.0,135.0,75,0,0,0,0,1,0,1
21,187.0,78.0,49,0,0,0,0,20,0,1
24,168.0,72.0,180,0,0,0,0,9,0,1
25,180.0,84.0,70,0,0,0,0,2,0,1
35,170.0,66.0,70,0,0,0,0,10,1,0
34,185.0,96.0,11,0,0,0,0,1,0,1
31,191.0,67.0,61,0,0,0,0,2,0,1
36,191.0,73.0,186,0,0,0,0,8,0,1
23,174.0,64.0,66,0,0,0,0,21,0,1
31,192.0,76.0,84,0,0,0,0,2,0,1
24,177.0,80.0,66,1,0,0,1,20,0,1
24,180.0,80.0,135,0,0,0,0,6,0,1
26,173.0,56.0,108,0,0,0,0,2,1,0
21,184.0,69.0,89,0,0,0,0,7,0,1
25,172.0,69.0,66,0,0,0,0,9,1,0
